Area,Perimeter,Major Axis Length,Minor Axis Length,Eccentricity,Convex Area,Extent,Class
12079,445.99,190.67,81.13,0.9,12462,0.64,1
14868,510.43,219.33,88.04,0.92,15190,0.8,1
14531,492.96,207.62,90.52,0.9,14913,0.57,1
13657,481.62,207.01,84.52,0.91,13872,0.57,1
12692,465.17,193.21,85.29,0.9,13118,0.71,1
12465,462.62,196.45,82.09,0.91,12794,0.73,1
15032,500.61,209.92,91.93,0.9,15397,0.72,1
13493,480.53,205.57,84.68,0.91,13843,0.8,1
14729,496.94,209.52,90.89,0.9,15131,0.61,1
14242,495.74,210.68,87.43,0.91,14549,0.64,1
13215,479.61,207.89,81.68,0.92,13462,0.54,1
15568,519.46,222.23,90.82,0.91,15984,0.78,1
11332,449.26,194.78,75.37,0.92,11671,0.67,1
13198,468.46,200.49,84.69,0.91,13455,0.73,1
12442,459.54,187.51,87.19,0.89,12941,0.59,1
14509,496.07,211.14,88.72,0.91,14836,0.56,1
16051,516.17,214.88,96.85,0.89,16479,0.68,1
14132,482.37,205.2,88.3,0.9,14341,0.59,1
14806,498.63,214.39,88.98,0.91,15078,0.78,1
13662,476.35,204.19,85.61,0.91,13894,0.67,1
16500,523.35,219.72,97.14,0.9,16880,0.63,1
11702,432.77,177.72,84.66,0.88,11975,0.6,1
13050,467.52,194.9,86.95,0.89,13389,0.62,1
15154,504.93,211.23,92.51,0.9,15598,0.58,1
14340,477.9,196.48,94.26,0.88,14700,0.61,1
13451,485.56,205.95,84.32,0.91,13862,0.6,1
13959,477.26,200.49,89.46,0.89,14242,0.72,1
13491,475.35,198.66,87.65,0.9,13812,0.7,1
13621,478.75,200.04,88.06,0.9,14068,0.62,1
16413,510.11,210.56,100.12,0.88,16665,0.6,1
13924,498.56,212.06,84.91,0.92,14444,0.55,1
13289,467.32,194.88,87.81,0.89,13628,0.7,1
14403,491.06,207.68,89.84,0.9,14708,0.6,1
13764,479.48,199.3,89.99,0.89,14167,0.78,1
14972,501.87,208.84,92.89,0.9,15476,0.73,1
15135,506.43,208.72,93.82,0.89,15656,0.57,1
13484,468.87,195.42,88.78,0.89,13786,0.72,1
11815,456.6,200.11,75.79,0.93,12108,0.73,1
14434,488.29,201.65,92.53,0.89,14826,0.71,1
15389,521.3,226.96,87.39,0.92,15753,0.57,1
14434,477.62,200.39,92.38,0.89,14660,0.78,1
13933,483.93,207.21,86.3,0.91,14238,0.59,1
14404,486.48,206.78,89.47,0.9,14658,0.79,1
14038,496.61,211.56,86.05,0.91,14389,0.54,1
14759,483.27,203.97,92.55,0.89,15002,0.79,1
13429,491.38,208.91,83.84,0.92,13837,0.53,1
14560,493.93,209.51,89.22,0.9,14971,0.63,1
14623,499.31,208.23,91.47,0.9,15085,0.58,1
14461,483.57,202.35,91.65,0.89,14718,0.75,1
15126,500.11,209.17,93.81,0.89,15496,0.71,1
15594,515.66,216.53,93.28,0.9,16029,0.67,1
13887,483.17,203.42,88.12,0.9,14240,0.68,1
15241,511.06,215.37,91.27,0.91,15604,0.54,1
14101,479.32,199.09,90.98,0.89,14383,0.62,1
15026,504.47,212.48,91.13,0.9,15285,0.72,1
13467,478.25,204.72,85.15,0.91,13732,0.55,1
13871,496.58,212.57,83.77,0.92,14344,0.53,1
15830,516.23,220.82,92.34,0.91,16074,0.7,1
14621,501.83,210.92,89.63,0.91,15175,0.69,1
13855,487.83,207.11,86.02,0.91,14214,0.55,1
11783,453.11,192.68,79.17,0.91,12102,0.67,1
11739,448.61,187.69,80.85,0.9,12118,0.55,1
11538,446.86,189.69,78.97,0.91,11852,0.58,1
13244,461.94,194.18,87.82,0.89,13476,0.71,1
13820,489.94,207,86.24,0.91,14195,0.64,1
12950,464.89,194.43,85.82,0.9,13288,0.6,1
15600,502.84,205.28,99.05,0.88,16130,0.72,1
13121,475.91,202.69,83.13,0.91,13439,0.57,1
14586,489.54,206.6,91.26,0.9,14897,0.8,1
13450,465.4,193.37,89.51,0.89,13661,0.62,1
14251,492.03,202.85,91.01,0.89,14658,0.56,1
15161,498.79,208.25,93.86,0.89,15541,0.64,1
13476,478.28,199.02,87.93,0.9,13931,0.6,1
14423,507.08,221.53,83.91,0.93,14703,0.54,1
13580,464.36,190.38,91.37,0.88,13781,0.63,1
12974,469.27,197.63,84.73,0.9,13219,0.69,1
11995,477.41,216.49,70.77,0.95,12168,0.67,1
14244,488.07,199.9,92.32,0.89,14691,0.62,1
12844,454.84,191.98,85.42,0.9,13043,0.62,1
13424,481.17,195.9,89.31,0.89,13950,0.66,1
14035,480.63,199.15,91.41,0.89,14422,0.72,1
14162,480.25,202.9,89.49,0.9,14414,0.58,1
14143,481.91,199.99,91.09,0.89,14450,0.58,1
14272,487.7,207.8,88.07,0.91,14510,0.58,1
14205,487.35,204.33,89.63,0.9,14637,0.77,1
13226,480.16,202.75,84.34,0.91,13617,0.71,1
14399,492.34,210.14,88.1,0.91,14636,0.55,1
14561,493.53,208.69,89.71,0.9,14986,0.77,1
12968,469.34,199.91,83.04,0.91,13243,0.64,1
12029,441.74,181.8,85.42,0.88,12275,0.6,1
13450,470.98,200.61,85.93,0.9,13728,0.56,1
15809,521.5,224.52,90.61,0.91,16150,0.56,1
13205,475.6,197.55,86.34,0.9,13607,0.69,1
14031,494.27,213.71,84.47,0.92,14265,0.74,1
15811,514.38,218.73,93.16,0.9,16135,0.82,1
14693,484.56,199.62,94.81,0.88,15034,0.61,1
15209,517.69,221.25,89.18,0.92,15653,0.64,1
13468,475.4,199.75,87.04,0.9,13817,0.57,1
16505,516.22,212.85,99.69,0.88,16820,0.59,1
12422,482.2,209.21,76.84,0.93,12783,0.5,1
14316,488.99,204.42,90.15,0.9,14731,0.56,1
14839,504.08,211.37,91.35,0.9,15274,0.63,1
13269,470.64,197.38,86.43,0.9,13626,0.57,1
13913,474.45,199.12,89.72,0.89,14164,0.67,1
12411,466.03,204.51,78.3,0.92,12707,0.53,1
12602,465.92,194.46,84.83,0.9,13039,0.65,1
12820,467.35,197.34,83.97,0.9,13104,0.56,1
15087,510.61,218.17,89.15,0.91,15506,0.55,1
11161,433.83,182.07,78.95,0.9,11490,0.61,1
16037,523.91,223.02,92.55,0.91,16404,0.8,1
15809,517.23,222.42,91.56,0.91,16025,0.56,1
11803,463.81,201.65,76.42,0.93,12138,0.55,1
14620,493.94,212.27,88.77,0.91,14931,0.72,1
15936,522.77,224.62,91.12,0.91,16298,0.61,1
15557,514.54,214.08,93.85,0.9,15942,0.7,1
15042,504.72,214.52,90.21,0.91,15375,0.7,1
12861,455.87,191.82,86.3,0.89,13058,0.59,1
13877,489.62,205.15,86.94,0.91,14176,0.56,1
13503,477.24,201.17,87.36,0.9,13743,0.56,1
14254,491.26,207.77,88.61,0.9,14607,0.57,1
14061,470.75,190.29,95.01,0.87,14347,0.62,1
15311,507.99,215.14,91.62,0.9,15690,0.7,1
14227,490.5,206.49,88.69,0.9,14529,0.69,1
13867,494.65,213.12,84.21,0.92,14200,0.53,1
13639,482.42,200.74,87.73,0.9,14042,0.73,1
14998,496.9,215.95,89.4,0.91,15279,0.82,1
16005,518.89,221.22,93.13,0.91,16343,0.55,1
12536,475.15,205.77,78.26,0.92,12798,0.69,1
14268,485.63,202.25,91.05,0.89,14586,0.62,1
15290,501.06,209.37,94.17,0.89,15582,0.76,1
15373,522.21,229.49,86.34,0.93,15757,0.67,1
15609,492.66,202.23,99.01,0.87,15884,0.68,1
15256,495.77,209.62,93.42,0.9,15449,0.57,1
16625,535.99,229.79,93.09,0.91,16951,0.65,1
14817,502.64,214.59,89.05,0.91,15275,0.8,1
14198,485.9,205.1,89.32,0.9,14414,0.57,1
14825,499.94,210.27,91.82,0.9,15274,0.77,1
14470,489.79,207.36,89.81,0.9,14724,0.62,1
12279,462.01,197.85,80.54,0.91,12619,0.64,1
14828,494.26,209.66,90.8,0.9,15038,0.57,1
13858,475.37,201.44,87.92,0.9,14083,0.78,1
17437,536.9,230.26,97.31,0.91,17650,0.76,1
15265,505.1,211.44,93.12,0.9,15639,0.74,1
14953,503.75,217.1,88.61,0.91,15229,0.72,1
12243,449.62,191.08,82.64,0.9,12464,0.8,1
16453,523.87,222.31,96.18,0.9,16803,0.75,1
16386,515.1,208.95,100.74,0.88,16813,0.61,1
14204,482.17,201.07,91.09,0.89,14523,0.62,1
13589,483.88,205.35,85.41,0.91,13883,0.55,1
14439,492.55,211.85,87.43,0.91,14614,0.57,1
13982,495.34,214.17,84.78,0.92,14298,0.78,1
14410,477.66,197.18,93.66,0.88,14645,0.66,1
12244,455.27,192.51,81.43,0.91,12480,0.58,1
14070,484.22,203.28,89.09,0.9,14448,0.57,1
14687,498.39,210.58,90.3,0.9,14977,0.57,1
11735,453.52,194.1,78.02,0.92,11956,0.72,1
12835,481.5,212.54,77.45,0.93,13055,0.51,1
14853,488.56,201.56,95.47,0.88,15224,0.68,1
15061,497.36,207.65,93.06,0.89,15327,0.72,1
13385,460.83,192.65,89.71,0.88,13595,0.61,1
12555,444.58,184.83,87.37,0.88,12773,0.65,1
16067,526.42,228.94,90.15,0.92,16370,0.56,1
15105,503.29,215.58,89.8,0.91,15327,0.6,1
13434,455.82,184.17,93.38,0.86,13686,0.64,1
14961,502.91,215.19,89.23,0.91,15218,0.68,1
12429,469.61,202.41,78.89,0.92,12714,0.56,1
13002,460.13,191.42,87.77,0.89,13325,0.68,1
15147,510.02,213.16,91.69,0.9,15719,0.59,1
15055,508.28,218.98,88.49,0.91,15361,0.69,1
13540,458.53,189.11,92.39,0.87,13710,0.8,1
11962,449.44,192.09,80.96,0.91,12171,0.54,1
12692,443.14,182.93,88.95,0.87,12849,0.64,1
11859,444.8,183.55,83.57,0.89,12213,0.76,1
13627,476.99,201.19,86.95,0.9,13926,0.78,1
13982,479.79,204.54,88.28,0.9,14221,0.77,1
14870,506.56,214.93,89.4,0.91,15202,0.58,1
14263,490.75,203.78,90.27,0.9,14779,0.73,1
13954,481.29,204.78,87.5,0.9,14277,0.58,1
13425,477.2,199.76,86.64,0.9,13784,0.61,1
14057,463.14,189.79,95.09,0.87,14259,0.63,1
17198,520.99,209.97,105.67,0.86,17586,0.61,1
14675,493.93,199.23,95.68,0.88,15317,0.62,1
12291,440.96,186.19,84.68,0.89,12476,0.73,1
15072,487.58,202.49,95.36,0.88,15267,0.79,1
16390,502.68,207.05,101.52,0.87,16635,0.71,1
13142,464.65,194.74,86.59,0.9,13406,0.66,1
12759,463.64,200.96,81.21,0.91,12993,0.78,1
16944,543.13,236.13,92.68,0.92,17189,0.65,1
15510,507.32,215.95,92.47,0.9,15862,0.6,1
12859,445.01,184.31,89.47,0.87,13030,0.71,1
14470,486.26,208.33,89.34,0.9,14657,0.58,1
17079,520.45,216.16,101.76,0.88,17418,0.79,1
13858,475.96,205.87,86.04,0.91,14042,0.65,1
12324,449.15,190.39,83.21,0.9,12595,0.77,1
17263,520.3,215,103.37,0.88,17565,0.66,1
16079,522.76,223.41,92.64,0.91,16392,0.64,1
14806,481.91,198.24,95.79,0.88,15162,0.7,1
14957,505.12,213.05,90.71,0.9,15347,0.65,1
15460,507.08,213.57,93.56,0.9,15819,0.58,1
12716,444.11,186.9,87.28,0.88,12872,0.75,1
16798,529.08,222.8,97.68,0.9,17173,0.64,1
14015,475.72,195.32,92.48,0.88,14492,0.75,1
14927,502.02,212.03,90.82,0.9,15392,0.59,1
15158,513.73,218.82,89.37,0.91,15591,0.7,1
14676,481.63,202.4,92.95,0.89,14936,0.65,1
15094,513.92,224.72,86.44,0.92,15292,0.79,1
18913,541.75,227.14,106.95,0.88,19099,0.8,1
14013,480.83,191.85,94.88,0.87,14622,0.63,1
16176,522.99,221.93,93.98,0.91,16639,0.6,1
15904,511.02,214.35,96.21,0.89,16248,0.72,1
16580,530.09,226.44,94.47,0.91,16928,0.6,1
15915,528.16,231.59,88.57,0.92,16251,0.81,1
15007,500.31,210.72,92.17,0.9,15431,0.58,1
14892,486.33,203.07,94.12,0.89,15111,0.79,1
12239,473.51,208.05,75.61,0.93,12622,0.52,1
17335,544.09,239.01,92.99,0.92,17526,0.82,1
16788,533.49,230.13,93.76,0.91,17041,0.57,1
14968,514.8,220.22,87.74,0.92,15438,0.74,1
17425,541.8,232.06,96.44,0.91,17758,0.7,1
16570,519.12,221.01,96.23,0.9,16757,0.59,1
13352,514.49,232.48,73.99,0.95,13585,0.59,1
14824,513.22,220.16,86.81,0.92,15150,0.57,1
15786,500.86,205.47,98.82,0.88,16127,0.61,1
14571,489.43,206.79,90.45,0.9,14839,0.61,1
14601,476.23,192.61,97.93,0.86,14815,0.63,1
15581,517.33,221.96,90.31,0.91,15901,0.55,1
12930,474.08,205.36,80.71,0.92,13181,0.74,1
16505,506.9,207.35,103.24,0.87,16782,0.78,1
16006,528.18,222.67,93.1,0.91,16466,0.61,1
14477,499.47,217.11,85.79,0.92,14726,0.58,1
15071,494.14,200.59,97.39,0.87,15575,0.69,1
14181,485.24,206.86,87.94,0.91,14423,0.65,1
13680,473.09,194.94,91.23,0.88,14077,0.78,1
15551,515.78,215.09,93.75,0.9,15908,0.57,1
16865,517.75,210.48,103.8,0.87,17234,0.65,1
16258,533.34,229.11,91.12,0.92,16705,0.57,1
15133,503.22,216.58,89.48,0.91,15359,0.59,1
15742,499.98,209.39,96.46,0.89,15950,0.76,1
12181,456.94,194.86,80.28,0.91,12489,0.58,1
16679,528.55,222.78,96.64,0.9,17006,0.57,1
16862,519.47,219.66,98.39,0.89,17104,0.61,1
13013,470.96,197.69,84.81,0.9,13376,0.58,1
15042,502.21,212.09,91.29,0.9,15416,0.7,1
15486,492.69,204.37,97.68,0.88,15688,0.6,1
13109,484.99,204.73,82.85,0.91,13497,0.53,1
14759,493.8,207.78,91.69,0.9,15106,0.71,1
11396,446.28,192.23,76.53,0.92,11692,0.65,1
14324,487.25,195.95,94.84,0.88,14822,0.76,1
14850,500.3,213.08,89.35,0.91,15124,0.58,1
13909,475.62,199.61,89.94,0.89,14241,0.73,1
15454,500.9,208.54,95.32,0.89,15773,0.58,1
14938,502.69,209.64,92.04,0.9,15331,0.64,1
11966,456.85,194.27,79.35,0.91,12337,0.57,1
15644,501.11,210.36,95.28,0.89,15858,0.79,1
15552,492.98,198.21,101.64,0.86,15936,0.63,1
15807,513.51,219.3,92.3,0.91,16078,0.78,1
13824,491.62,206.39,86.85,0.91,14268,0.63,1
13282,470.26,199.71,85.1,0.9,13513,0.67,1
14332,497.14,206.55,90.76,0.9,14830,0.57,1
13779,481.98,200.48,88.85,0.9,14192,0.57,1
13644,473.18,200.29,87.84,0.9,13859,0.68,1
13809,489.02,213.83,82.49,0.92,14070,0.81,1
13726,484.25,209.7,83.88,0.92,13969,0.56,1
14266,486.48,207.73,88.1,0.91,14485,0.6,1
13200,477.85,202.6,83.69,0.91,13585,0.64,1
16146,509.33,213.62,96.65,0.89,16404,0.6,1
12820,459.17,193.71,84.83,0.9,13002,0.6,1
12575,456.75,188.68,85.98,0.89,12936,0.74,1
14057,483.48,201.57,89.91,0.9,14388,0.57,1
14305,490.18,206.88,88.68,0.9,14695,0.65,1
12626,455.3,188.66,86.6,0.89,12911,0.73,1
15655,488.9,199.56,101.03,0.86,15880,0.63,1
11797,451.96,195.59,77.4,0.92,11988,0.57,1
15199,489.54,205.32,94.81,0.89,15419,0.76,1
12921,477.12,197.7,84.83,0.9,13557,0.72,1
13724,468.57,191.87,92.49,0.88,14048,0.74,1
13520,471.53,195.31,89.44,0.89,13950,0.57,1
14261,496.36,208.85,88.24,0.91,14763,0.7,1
13567,481.1,206.63,84.01,0.91,13818,0.6,1
14850,499.21,210.13,91.14,0.9,15327,0.59,1
15522,507.24,213.68,94.9,0.9,15782,0.78,1
13241,466.99,193.54,88.06,0.89,13577,0.58,1
16063,520.74,217.91,95.2,0.9,16561,0.56,1
13494,479.45,203.03,85.75,0.91,13842,0.77,1
15569,504.75,214.51,93.2,0.9,15815,0.77,1
13621,477.54,200.96,87.29,0.9,13956,0.8,1
13875,490.84,207.13,87.33,0.91,14243,0.58,1
14265,480.93,200.19,91.48,0.89,14627,0.75,1
12612,463.6,197.68,82.38,0.91,12919,0.58,1
13268,473.43,200.7,84.7,0.91,13562,0.72,1
14910,511.6,221.61,86.22,0.92,15215,0.7,1
14146,504.36,214.06,85.74,0.92,14716,0.63,1
13568,484.65,208.07,83.7,0.92,13962,0.79,1
14212,484.95,205,89.62,0.9,14502,0.75,1
14458,475.04,196.99,94,0.88,14669,0.6,1
12734,470.61,204.4,80.17,0.92,12982,0.71,1
14753,489.54,207.47,92.01,0.9,14984,0.8,1
13901,478.85,200.44,89.34,0.9,14232,0.57,1
14819,496.62,205.99,92.83,0.89,15194,0.73,1
12006,467.64,207.45,74.47,0.93,12237,0.55,1
15344,501.8,212.42,92.96,0.9,15604,0.79,1
12450,456.22,191.14,84.21,0.9,12740,0.57,1
12817,460.55,191.19,86.31,0.89,13132,0.6,1
14908,499.47,209.12,92.06,0.9,15324,0.76,1
14980,503.82,214.19,89.89,0.91,15361,0.74,1
15213,495.42,206.3,94.53,0.89,15516,0.7,1
12899,472.26,205.52,80.43,0.92,13107,0.59,1
13263,487.89,214.43,79.64,0.93,13491,0.67,1
13988,491.49,208.36,86.78,0.91,14427,0.61,1
13181,470.39,199.47,84.91,0.9,13429,0.73,1
12220,465.69,200.17,79.04,0.92,12588,0.57,1
13834,480.27,202.77,87.72,0.9,14151,0.73,1
16249,512.79,215.73,96.97,0.89,16493,0.74,1
11993,444.57,187.18,82.64,0.9,12276,0.59,1
14313,482.98,204.72,89.79,0.9,14622,0.57,1
14563,496.78,206.13,91.53,0.9,15116,0.59,1
14176,513.15,220.04,83.43,0.93,14675,0.54,1
14041,491.66,212.86,84.57,0.92,14289,0.79,1
13022,467.08,194.75,86.68,0.9,13355,0.6,1
12796,471.21,203.93,80.33,0.92,13022,0.68,1
13811,482.3,206.71,85.74,0.91,14000,0.56,1
13053,480.95,205.95,81.66,0.92,13478,0.68,1
12879,469.13,200.8,82.04,0.91,13132,0.77,1
14768,499.88,210.56,90.47,0.9,15158,0.58,1
12040,441.02,182.75,85.15,0.88,12372,0.75,1
13023,480.45,205.31,82.03,0.92,13444,0.63,1
14712,496.04,212.74,89.09,0.91,14925,0.73,1
11353,431.48,182,80.06,0.9,11579,0.72,1
15534,521.93,221.59,90.55,0.91,16187,0.71,1
13337,468.62,196.77,87.31,0.9,13598,0.69,1
10951,432.61,182.04,78.22,0.9,11242,0.55,1
12590,461.14,195.53,82.96,0.91,12915,0.68,1
12932,456.65,191.33,86.73,0.89,13098,0.66,1
11941,452.6,196.03,78.69,0.92,12131,0.65,1
13665,472.52,199.54,87.68,0.9,13944,0.71,1
14272,491.45,210.5,87.94,0.91,14545,0.8,1
14874,487.5,204.91,92.89,0.89,15065,0.61,1
14418,480.32,199.12,93.31,0.88,14780,0.76,1
12434,454.89,193.16,82.86,0.9,12652,0.7,1
13328,489.39,217.29,78.71,0.93,13530,0.76,1
12104,441.77,182.46,85.51,0.88,12378,0.74,1
14398,487.72,210.09,87.6,0.91,14654,0.79,1
12352,453.14,191.11,83.35,0.9,12683,0.58,1
14609,490.25,206.06,91.5,0.9,14837,0.72,1
12663,468.22,199.7,81.62,0.91,12979,0.62,1
13900,475.89,198.17,90.54,0.89,14161,0.72,1
14439,490.47,204.83,91.05,0.9,14815,0.79,1
14333,493.9,207.51,89.45,0.9,14772,0.56,1
13848,475.59,196.23,90.75,0.89,14260,0.59,1
13582,475.86,195.64,89.25,0.89,13890,0.72,1
14212,485.99,203.42,90.01,0.9,14508,0.57,1
15236,514.79,223.33,87.76,0.92,15686,0.66,1
14955,508.72,217.98,88.61,0.91,15363,0.57,1
14364,497.12,212.01,87.53,0.91,14805,0.64,1
12975,463.85,196.42,85.06,0.9,13358,0.61,1
12579,452.22,191.24,84.37,0.9,12889,0.6,1
15982,523.17,220.01,94.22,0.9,16337,0.57,1
10959,447.23,197.36,71.06,0.93,11133,0.5,1
13631,473.55,193.49,91.51,0.88,14141,0.58,1
14482,489.32,205.39,90.8,0.9,14781,0.57,1
14892,503.65,213.27,90.48,0.91,15279,0.59,1
14608,504.31,210.27,90.17,0.9,15125,0.64,1
12326,459.68,194.34,82.08,0.91,12686,0.62,1
13467,473.3,203.08,85,0.91,13753,0.77,1
15158,505.28,209.48,93.93,0.89,15586,0.61,1
13132,471.8,199.56,84.99,0.9,13423,0.75,1
14178,488.88,207.4,88.07,0.91,14406,0.56,1
15232,508.82,216.76,90.63,0.91,15603,0.59,1
10885,434.27,191.09,73.55,0.92,11024,0.8,1
14802,497.83,209.62,91.15,0.9,15208,0.62,1
14889,499.21,210.38,91.71,0.9,15221,0.6,1
15547,501.8,208.5,95.81,0.89,15867,0.6,1
11377,456.45,200.84,72.35,0.93,11573,0.75,1
12709,461.01,190.78,87.41,0.89,13064,0.79,1
12384,460.14,190.87,85.09,0.9,12811,0.6,1
12219,438.28,182.19,86.2,0.88,12471,0.6,1
13125,475.36,198.6,85.41,0.9,13575,0.58,1
13014,459.56,193.66,86.2,0.9,13253,0.68,1
13523,468.17,195.4,88.65,0.89,13811,0.67,1
14851,517.35,217.7,88.81,0.91,15256,0.73,1
14467,498.62,213.6,87,0.91,14857,0.74,1
14560,501.25,212.11,89.32,0.91,14988,0.69,1
15007,506.58,217.27,88.55,0.91,15314,0.74,1
14500,504.07,218.91,85.14,0.92,14864,0.62,1
13637,466.65,193.53,90.35,0.88,13838,0.69,1
16471,523.99,219.87,96.81,0.9,16844,0.73,1
15452,513.26,220.04,90.55,0.91,15775,0.78,1
14041,481.95,204.6,88.19,0.9,14284,0.57,1
14865,495.07,202.87,94.27,0.89,15235,0.6,1
12720,461.81,197.94,82.81,0.91,12974,0.76,1
12972,467.38,194.53,86.51,0.9,13425,0.77,1
12931,460.54,192.91,86.57,0.89,13302,0.61,1
14017,474.31,198.34,90.87,0.89,14320,0.76,1
13269,491.89,212.57,81.06,0.92,13728,0.65,1
13734,487.84,213.25,83.18,0.92,13941,0.81,1
14549,488.95,206.69,90.76,0.9,14856,0.58,1
14831,493.76,208.27,91.54,0.9,15099,0.79,1
13669,481.67,201.91,87.07,0.9,14065,0.56,1
13735,484.77,204.81,86.76,0.91,13960,0.55,1
15583,504.18,207.85,96.91,0.88,15906,0.69,1
11856,456.42,201,75.42,0.93,12027,0.72,1
12735,473.05,200.68,81.73,0.91,13140,0.54,1
14378,491.48,202.71,91.39,0.89,14805,0.64,1
14403,510.56,223.41,83.2,0.93,14781,0.6,1
12274,456.12,194.49,81.24,0.91,12562,0.71,1
12172,452.33,193.69,80.81,0.91,12430,0.68,1
14085,489.45,200.53,91.24,0.89,14670,0.63,1
12410,463.49,195.17,82.36,0.91,12849,0.56,1
13196,474.99,199.98,85.66,0.9,13463,0.56,1
13455,467.2,195.93,88.52,0.89,13723,0.75,1
12593,463.37,195.76,83.08,0.91,12907,0.7,1
14608,498.35,210.69,89.92,0.9,14951,0.66,1
12939,469.48,202.04,83.1,0.91,13165,0.66,1
13193,469.42,201.6,83.73,0.91,13535,0.74,1
11883,448.22,191.75,79.46,0.91,12103,0.55,1
13501,485.76,205.77,84.91,0.91,13896,0.66,1
12202,442.36,180.04,87.4,0.87,12521,0.78,1
13273,463.33,197.45,86,0.9,13462,0.59,1
12899,468.39,201.05,82.39,0.91,13132,0.7,1
13885,479.29,198.09,90.59,0.89,14271,0.79,1
13574,473.22,197.87,88.44,0.89,13879,0.64,1
14913,502.87,215.6,88.82,0.91,15300,0.69,1
16582,532.36,223.36,95.75,0.9,17089,0.71,1
12467,467.21,199.81,80.19,0.92,12900,0.79,1
13167,466.66,197.13,86.22,0.9,13448,0.58,1
13062,469.42,200.63,83.27,0.91,13279,0.66,1
14677,498.8,209.87,90.27,0.9,15060,0.65,1
14106,485.58,199.92,91.59,0.89,14515,0.58,1
14640,501.32,210.29,90.33,0.9,15119,0.59,1
12256,470.11,207.98,75.71,0.93,12541,0.74,1
14362,479.93,202.7,90.71,0.89,14606,0.59,1
12091,463.35,203.59,76.65,0.93,12298,0.79,1
12605,447.66,183.5,88.52,0.88,12859,0.6,1
14697,495.88,208.16,90.97,0.9,15073,0.59,1
14337,501.77,219.31,83.45,0.92,14631,0.74,1
13760,474.19,198.39,89.05,0.89,13989,0.63,1
16022,524.87,221.53,93.64,0.91,16545,0.54,1
11510,433.51,180.38,82.62,0.89,11827,0.77,1
12798,469.3,202.17,81.58,0.91,13152,0.78,1
13683,481.57,206.93,84.9,0.91,13922,0.76,1
14379,495.15,212.02,87.81,0.91,14834,0.79,1
13404,468.21,191.55,90.54,0.88,13804,0.71,1
12858,466.16,198.55,83.76,0.91,13095,0.55,1
15456,508.82,214.3,93.46,0.9,15884,0.78,1
14149,474.95,195.36,93.34,0.88,14454,0.61,1
13091,473.15,203.86,82.55,0.91,13451,0.75,1
16403,521.91,215.15,98.4,0.89,16867,0.59,1
13681,478.54,202.76,87.02,0.9,14015,0.64,1
14263,489.45,205.81,89.51,0.9,14637,0.66,1
12068,457.74,196.44,79.54,0.91,12347,0.6,1
15710,517.07,214.75,95.25,0.9,16259,0.61,1
15545,510.28,213.44,93.56,0.9,15909,0.57,1
12720,449.62,178.61,92.75,0.85,13095,0.74,1
15073,498.36,205.8,94,0.89,15476,0.61,1
11771,441.86,187,81.27,0.9,12109,0.62,1
14873,499.62,210.28,91.58,0.9,15195,0.57,1
14092,499.42,210.96,86.8,0.91,14618,0.77,1
14558,496.3,204.36,91.96,0.89,14908,0.57,1
13321,473.99,199.27,85.93,0.9,13758,0.56,1
10796,413.42,170.78,81,0.88,10980,0.62,1
14444,491.14,203.51,91.6,0.89,14773,0.58,1
13313,470.91,198.21,86.27,0.9,13560,0.58,1
15578,509.6,216.91,92.62,0.9,15864,0.81,1
13930,495.27,213.53,84.43,0.92,14564,0.55,1
12092,449.19,192.58,80.42,0.91,12298,0.58,1
13245,476.14,204.94,83.16,0.91,13536,0.8,1
14572,497.55,211.08,88.71,0.91,14926,0.63,1
12470,455.9,192.46,83.4,0.9,12704,0.58,1
15777,515.68,218.7,93.21,0.9,16111,0.57,1
14435,491.9,207.46,89.71,0.9,14842,0.58,1
12745,470.3,205.09,79.51,0.92,12940,0.53,1
13533,473.93,196.12,88.92,0.89,13897,0.6,1
12551,459.73,197.68,81.57,0.91,12741,0.82,1
14078,478.47,203.65,88.56,0.9,14280,0.74,1
13057,460.17,187.13,90.31,0.88,13385,0.75,1
14824,499.08,212.49,89.89,0.91,15141,0.58,1
14189,491.97,209.94,86.81,0.91,14496,0.55,1
15418,504.76,209.92,94.44,0.89,15779,0.58,1
14828,493.5,209.9,90.67,0.9,15090,0.61,1
11774,447.93,186.02,81.67,0.9,12103,0.56,1
13335,469.71,199.3,85.91,0.9,13657,0.62,1
11350,445.82,195.95,74.59,0.92,11544,0.58,1
13484,480.79,204.21,84.9,0.91,13827,0.66,1
13189,482.37,203.72,84.41,0.91,13635,0.6,1
12495,458.41,187.6,87.03,0.89,12993,0.67,1
12712,470.56,202.2,81.3,0.92,13053,0.81,1
13446,475.13,198.7,87.38,0.9,13765,0.58,1
14294,514.48,226.41,81.59,0.93,14731,0.51,1
12158,447.38,184.1,84.91,0.89,12467,0.63,1
13918,489.04,207.88,86.49,0.91,14263,0.72,1
13502,473.01,198.15,88.04,0.9,13778,0.75,1
13314,474.09,203.95,83.66,0.91,13627,0.75,1
14226,492.2,207.02,88.36,0.9,14465,0.58,1
12916,471.2,201,82.65,0.91,13199,0.56,1
13372,470.4,196.08,88.71,0.89,13745,0.58,1
14314,484.73,206.87,88.56,0.9,14536,0.75,1
13567,475.17,197.29,88.91,0.89,13940,0.64,1
14602,500.23,218.49,85.68,0.92,14827,0.58,1
11846,445.89,192.95,78.47,0.91,12010,0.58,1
